year,fips,area_name,state,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent
,100199999,"Montgomery, AL MSA",1.0,583,702,830,1047,1425
,100399999,"Daphne-Fairhope-Foley, AL MSA",1.0,744,749,916,1251,1566
,100599999,"Barbour County, AL",1.0,477,481,633,789,925
,100799999,"Birmingham-Hoover, AL HUD Metro FMR Area",1.0,804,861,986,1291,1425
,100999999,"Birmingham-Hoover, AL HUD Metro FMR Area",1.0,804,861,986,1291,1425
,101199999,"Bullock County, AL",1.0,474,484,612,809,878
,101399999,"Butler County, AL",1.0,474,521,612,782,993
,101599999,"Anniston-Oxford-Jacksonville, AL MSA",1.0,468,531,700,910,1072
,101799999,"Chambers County, AL",1.0,486,593,683,887,977
,101999999,"Cherokee County, AL",1.0,462,465,612,826,829
,102199999,"Chilton County, AL HUD Metro FMR Area",1.0,594,627,714,1030,1122
,102399999,"Choctaw County, AL",1.0,466,469,618,770,844
,102599999,"Clarke County, AL",1.0,474,507,612,883,980
,102799999,"Clay County, AL",1.0,482,538,612,882,1075
,102999999,"Cleburne County, AL",1.0,462,465,612,863,1075
,103199999,"Coffee County, AL",1.0,515,541,665,959,1168
,103399999,"Florence-Muscle Shoals, AL MSA",1.0,498,565,714,913,1191
,103599999,"Conecuh County, AL",1.0,474,510,612,874,878
,103799999,"Coosa County, AL",1.0,499,503,662,825,949
,103999999,"Covington County, AL",1.0,474,489,612,818,1019
,104199999,"Crenshaw County, AL",1.0,462,465,612,763,904
,104399999,"Cullman County, AL",1.0,469,525,645,871,874
,104599999,"Dale County, AL",1.0,498,501,612,829,1075
,104799999,"Dallas County, AL",1.0,489,503,618,783,837
,104999999,"DeKalb County, AL",1.0,462,465,612,818,884
,105199999,"Montgomery, AL MSA",1.0,583,702,830,1047,1425
,105399999,"Escambia County, AL",1.0,474,538,612,815,903
,105599999,"Gadsden, AL MSA",1.0,523,527,693,877,985
,105799999,"Fayette County, AL",1.0,474,538,612,789,878
,105999999,"Franklin County, AL",1.0,474,524,612,775,829
,106199999,"Dothan, AL HUD Metro FMR Area",1.0,503,506,666,875,995
,106399999,"Greene County, AL",1.0,474,538,612,815,837
,106599999,"Tuscaloosa, AL HUD Metro FMR Area",1.0,719,737,885,1131,1199
,106799999,"Henry County, AL HUD Metro FMR Area",1.0,479,520,612,815,1075
,106999999,"Dothan, AL HUD Metro FMR Area",1.0,503,506,666,875,995
,107199999,"Jackson County, AL",1.0,422,550,647,806,876
,107399999,"Birmingham-Hoover, AL HUD Metro FMR Area",1.0,804,861,986,1291,1425
,107599999,"Lamar County, AL",1.0,474,538,612,875,878
,107799999,"Florence-Muscle Shoals, AL MSA",1.0,498,565,714,913,1191
,107999999,"Decatur, AL MSA",1.0,480,546,687,889,950
,108199999,"Auburn-Opelika, AL MSA",1.0,564,623,811,1066,1242
,108399999,"Huntsville, AL MSA",1.0,567,660,782,1040,1373
,108599999,"Montgomery, AL MSA",1.0,583,702,830,1047,1425
,108799999,"Macon County, AL",1.0,480,484,637,794,1115
,108999999,"Huntsville, AL MSA",1.0,567,660,782,1040,1373
,109199999,"Marengo County, AL",1.0,474,538,612,883,1075
,109399999,"Marion County, AL",1.0,462,465,612,820,1027
,109599999,"Marshall County, AL",1.0,478,481,633,854,858
,109799999,"Mobile, AL MSA",1.0,693,699,874,1161,1288
,109999999,"Monroe County, AL",1.0,474,538,612,763,876
,110199999,"Montgomery, AL MSA",1.0,583,702,830,1047,1425
,110399999,"Decatur, AL MSA",1.0,480,546,687,889,950
,110599999,"Perry County, AL",1.0,522,538,612,778,892
,110799999,"Pickens County, AL HUD Metro FMR Area",1.0,486,489,612,826,829
,110999999,"Pike County, AL",1.0,455,546,622,843,892
,111199999,"Randolph County, AL",1.0,474,537,612,838,841
,111399999,"Columbus, GA-AL MSA",1.0,594,670,790,1062,1387
,111599999,"Birmingham-Hoover, AL HUD Metro FMR Area",1.0,804,861,986,1291,1425
,111799999,"Birmingham-Hoover, AL HUD Metro FMR Area",1.0,804,861,986,1291,1425
,111999999,"Sumter County, AL",1.0,557,561,739,921,1001
,112199999,"Talladega County, AL",1.0,486,489,644,829,911
,112399999,"Tallapoosa County, AL",1.0,507,517,612,872,1031
,112599999,"Tuscaloosa, AL HUD Metro FMR Area",1.0,719,737,885,1131,1199
,112799999,"Walker County, AL HUD Metro FMR Area",1.0,566,570,751,936,1044
,112999999,"Washington County, AL",1.0,478,489,618,794,837
,113199999,"Wilcox County, AL",1.0,474,538,612,874,878
,113399999,"Winston County, AL",1.0,462,465,612,883,898
,201399999,"Aleutians East Borough, AK",2.0,845,913,1203,1499,1630
,201699999,"Aleutians West Census Area, AK",2.0,1144,1333,1755,2187,2612
,202099999,"Anchorage, AK HUD Metro FMR Area",2.0,935,991,1305,1883,2291
,205099999,"Bethel Census Area, AK",2.0,1234,1483,1688,2104,2287
,206099999,"Bristol Bay Borough, AK",2.0,844,954,1202,1622,1628
,206399999,"Valdez-Cordova Census Area, AK",2.0,809,1090,1241,1546,1847
,206699999,"Valdez-Cordova Census Area, AK",2.0,809,1090,1241,1546,1847
,206899999,"Denali Borough, AK",2.0,1081,1184,1539,1918,2291
,207099999,"Dillingham Census Area, AK",2.0,952,1154,1393,1893,1908
,209099999,"Fairbanks, AK MSA",2.0,863,1006,1325,1911,2326
,210099999,"Haines Borough, AK",2.0,742,813,1057,1457,1573
,210599999,"Hoonah-Angoon Census Area, AK",2.0,644,869,989,1332,1340
,211099999,"Juneau City and Borough, AK",2.0,966,1154,1482,2132,2602
,212299999,"Kenai Peninsula Borough, AK",2.0,896,905,1192,1604,1723
,213099999,"Ketchikan Gateway Borough, AK",2.0,921,1074,1414,1917,2455
,215099999,"Kodiak Island Borough, AK",2.0,1019,1087,1432,2066,2074
,215899999,"Kusilvak Census Area, AK",2.0,662,732,943,1175,1277
,216499999,"Lake and Peninsula Borough, AK",2.0,637,726,907,1194,1592
,217099999,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",2.0,741,792,1043,1505,1831
,218099999,"Nome Census Area, AK",2.0,1281,1398,1685,2100,2283
,218599999,"North Slope Borough, AK",2.0,1111,1190,1482,1847,2008
,218899999,"Northwest Arctic Borough, AK",2.0,1205,1213,1412,1906,1913
,219599999,"Petersburg Census Area, AK",2.0,767,957,1177,1467,1860
,219899999,"Prince of Wales-Hyder Census Area, AK",2.0,810,847,1115,1389,1510
,222099999,"Sitka City and Borough, AK",2.0,950,1085,1293,1846,2233
,223099999,"Skagway Municipality, AK",2.0,995,1177,1380,1797,2054
,224099999,"Southeast Fairbanks Census Area, AK",2.0,911,1102,1297,1871,1951
,227599999,"Wrangell City and Borough, AK",2.0,764,766,1009,1307,1502
,228299999,"Yakutat City and Borough, AK",2.0,863,933,1229,1532,1829
,229099999,"Yukon-Koyukuk Census Area, AK",2.0,573,717,816,1177,1433
,400199999,"Apache County, AZ",4.0,502,589,723,980,1117
,400399999,"Sierra Vista-Douglas, AZ MSA",4.0,654,658,857,1236,1505
,400599999,"Flagstaff, AZ MSA",4.0,964,1024,1266,1653,2003
,400799999,"Gila County, AZ",4.0,697,700,922,1244,1249
,400999999,"Graham County, AZ",4.0,590,727,853,1231,1362
,401199999,"Greenlee County, AZ",4.0,494,627,714,937,1036
,401299999,"La Paz County, AZ",4.0,593,651,857,1162,1212
,401399999,"Phoenix-Mesa-Scottsdale, AZ MSA",4.0,847,958,1173,1676,1916
,401599999,"Lake Havasu City-Kingman, AZ MSA",4.0,630,698,871,1256,1385
,401799999,"Navajo County, AZ",4.0,585,618,802,1087,1162
,401999999,"Tucson, AZ MSA",4.0,618,721,949,1369,1618
,402199999,"Phoenix-Mesa-Scottsdale, AZ MSA",4.0,847,958,1173,1676,1916
,402399999,"Santa Cruz County, AZ",4.0,533,571,752,1015,1019
,402599999,"Prescott, AZ MSA",4.0,714,781,1026,1438,1501
,402799999,"Yuma, AZ MSA",4.0,572,621,816,1177,1433
,500199999,"Arkansas County, AR",5.0,468,487,642,847,907
,500399999,"Ashley County, AR",5.0,459,543,630,853,853
,500599999,"Baxter County, AR",5.0,478,531,699,871,947
,500799999,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",5.0,584,630,807,1149,1417
,500999999,"Boone County, AR",5.0,459,503,630,909,969
,501199999,"Bradley County, AR",5.0,459,520,630,801,1074
,501399999,"Calhoun County, AR",5.0,493,531,677,844,976
,501599999,"Carroll County, AR",5.0,485,507,638,795,876
,501799999,"Chicot County, AR",5.0,459,553,630,849,960
,501999999,"Clark County, AR",5.0,434,518,630,829,988
,502199999,"Clay County, AR",5.0,459,478,630,807,1106
,502399999,"Cleburne County, AR",5.0,495,516,680,877,949
,502599999,"Pine Bluff, AR MSA",5.0,519,541,713,891,1104
,502799999,"Columbia County, AR",5.0,499,504,630,848,992
,502999999,"Conway County, AR",5.0,436,478,630,820,932
,503199999,"Jonesboro, AR HUD Metro FMR Area",5.0,517,628,793,1088,1249
,503399999,"Fort Smith, AR-OK HUD Metro FMR Area",5.0,498,521,686,950,1121
,503599999,"Memphis, TN-MS-AR HUD Metro FMR Area",5.0,665,755,884,1203,1374
,503799999,"Cross County, AR",5.0,499,520,685,866,1019
,503999999,"Dallas County, AR",5.0,459,478,630,878,882
,504199999,"Desha County, AR",5.0,459,478,630,853,908
,504399999,"Drew County, AR",5.0,459,478,630,841,872
,504599999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",5.0,640,688,804,1082,1267
,504799999,"Franklin County, AR",5.0,459,553,630,786,908
,504999999,"Fulton County, AR",5.0,459,478,630,887,978
,505199999,"Hot Springs, AR MSA",5.0,554,586,772,971,1202
,505399999,"Grant County, AR HUD Metro FMR Area",5.0,566,608,709,884,1006
,505599999,"Greene County, AR",5.0,505,608,693,976,1147
,505799999,"Hempstead County, AR",5.0,468,488,643,801,902
,505999999,"Hot Spring County, AR",5.0,461,520,633,831,1044
,506199999,"Howard County, AR",5.0,464,500,630,802,908
,506399999,"Independence County, AR",5.0,485,501,660,822,894
,506599999,"Izard County, AR",5.0,433,478,630,811,853
,506799999,"Jackson County, AR",5.0,453,478,630,785,948
,506999999,"Pine Bluff, AR MSA",5.0,519,541,713,891,1104
,507199999,"Johnson County, AR",5.0,454,487,642,817,963
,507399999,"Lafayette County, AR",5.0,459,516,630,835,972
,507599999,"Lawrence County, AR",5.0,459,485,630,836,993
,507799999,"Lee County, AR",5.0,459,482,630,909,1028
,507999999,"Pine Bluff, AR MSA",5.0,519,541,713,891,1104
,508199999,"Little River County, AR HUD Metro FMR Area",5.0,475,478,630,892,1106
,508399999,"Logan County, AR",5.0,459,525,630,791,853
,508599999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",5.0,640,688,804,1082,1267
,508799999,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",5.0,584,630,807,1149,1417
,508999999,"Marion County, AR",5.0,422,503,630,785,1074
,509199999,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",5.0,611,624,792,996,1286
,509399999,"Mississippi County, AR",5.0,420,490,645,811,874
,509599999,"Monroe County, AR",5.0,459,505,630,843,1026
,509799999,"Montgomery County, AR",5.0,491,494,630,854,1106
,509999999,"Nevada County, AR",5.0,533,556,732,912,1056
,510199999,"Newton County, AR",5.0,459,478,630,905,908
,510399999,"Ouachita County, AR",5.0,538,541,630,850,853
,510599999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",5.0,640,688,804,1082,1267
,510799999,"Phillips County, AR",5.0,433,478,630,898,1106
,510999999,"Pike County, AR",5.0,538,553,630,824,1041
,511199999,"Poinsett County, AR HUD Metro FMR Area",5.0,475,478,630,833,911
,511399999,"Polk County, AR",5.0,418,496,630,785,1060
,511599999,"Pope County, AR",5.0,480,498,656,946,973
,511799999,"Prairie County, AR",5.0,459,478,630,785,908
,511999999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",5.0,640,688,804,1082,1267
,512199999,"Randolph County, AR",5.0,459,478,630,817,908
,512399999,"St. Francis County, AR",5.0,425,478,630,909,1086
,512599999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",5.0,640,688,804,1082,1267
,512799999,"Scott County, AR",5.0,459,478,630,785,908
,512999999,"Searcy County, AR",5.0,459,500,630,883,908
,513199999,"Fort Smith, AR-OK HUD Metro FMR Area",5.0,498,521,686,950,1121
,513399999,"Sevier County, AR",5.0,410,526,630,785,908
,513599999,"Sharp County, AR",5.0,410,482,630,836,945
,513799999,"Stone County, AR",5.0,461,481,633,789,858
,513999999,"Union County, AR",5.0,539,555,632,901,1105
,514199999,"Van Buren County, AR",5.0,468,488,643,801,871
,514399999,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",5.0,584,630,807,1149,1417
,514599999,"White County, AR",5.0,494,537,678,943,1190
,514799999,"Woodruff County, AR",5.0,418,490,630,785,853
,514999999,"Yell County, AR",5.0,534,536,630,832,996
,600199999,"Oakland-Fremont, CA HUD Metro FMR Area",6.0,1488,1808,2239,3042,3720
,600399999,"Alpine County, CA",6.0,685,778,1014,1457,1617
,600599999,"Amador County, CA",6.0,851,856,1128,1627,1908
,600799999,"Chico, CA MSA",6.0,761,842,1090,1567,1881
,600999999,"Calaveras County, CA",6.0,668,849,988,1425,1735
,601199999,"Colusa County, CA",6.0,634,712,938,1353,1647
,601399999,"Oakland-Fremont, CA HUD Metro FMR Area",6.0,1488,1808,2239,3042,3720
,601599999,"Del Norte County, CA",6.0,661,775,978,1369,1571
,601799999,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",6.0,952,1072,1349,1946,2368
,601999999,"Fresno, CA MSA",6.0,691,787,980,1395,1621
,602199999,"Glenn County, CA",6.0,597,670,883,1100,1196
,602399999,"Humboldt County, CA",6.0,687,806,1040,1500,1797
,602599999,"El Centro, CA MSA",6.0,669,781,1027,1365,1744
,602799999,"Inyo County, CA",6.0,783,788,973,1313,1318
,602999999,"Bakersfield, CA MSA",6.0,711,726,946,1365,1624
,603199999,"Hanford-Corcoran, CA MSA",6.0,841,861,1064,1535,1647
,603399999,"Lake County, CA",6.0,662,773,1016,1466,1567
,603599999,"Lassen County, CA",6.0,609,684,901,1300,1403
,603799999,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",6.0,1279,1517,1956,2614,2857
,603999999,"Madera, CA MSA",6.0,833,839,1105,1584,1717
,604199999,"San Francisco, CA HUD Metro FMR Area",6.0,2197,2720,3339,4365,4657
,604399999,"Mariposa County, CA",6.0,716,804,1059,1376,1859
,604599999,"Mendocino County, CA",6.0,805,892,1173,1659,1932
,604799999,"Merced, CA MSA",6.0,651,782,947,1366,1652
,604999999,"Modoc County, CA",6.0,520,585,770,1062,1228
,605199999,"Mono County, CA",6.0,872,979,1290,1699,2058
,605399999,"Salinas, CA MSA",6.0,1334,1467,1810,2606,2834
,605599999,"Napa, CA MSA",6.0,1225,1427,1880,2712,2803
,605799999,"Nevada County, CA",6.0,856,998,1314,1896,2052
,605999999,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",6.0,1563,1785,2216,3098,3578
,606199999,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",6.0,952,1072,1349,1946,2368
,606399999,"Plumas County, CA",6.0,619,722,916,1250,1453
,606599999,"Riverside-San Bernardino-Ontario, CA MSA",6.0,875,1030,1289,1789,2216
,606799999,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",6.0,952,1072,1349,1946,2368
,606999999,"San Benito County, CA HUD Metro FMR Area",6.0,1290,1298,1710,2467,3002
,607199999,"Riverside-San Bernardino-Ontario, CA MSA",6.0,875,1030,1289,1789,2216
,607399999,"San Diego-Carlsbad, CA MSA",6.0,1404,1566,2037,2894,3576
,607599999,"San Francisco, CA HUD Metro FMR Area",6.0,2197,2720,3339,4365,4657
,607799999,"Stockton-Lodi, CA MSA",6.0,745,869,1144,1650,2009
,607999999,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",6.0,1153,1275,1657,2390,2909
,608199999,"San Francisco, CA HUD Metro FMR Area",6.0,2197,2720,3339,4365,4657
,608399999,"Santa Maria-Santa Barbara, CA MSA",6.0,1502,1752,2073,2766,3186
,608599999,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",6.0,2103,2458,2970,3943,4525
,608799999,"Santa Cruz-Watsonville, CA MSA",6.0,1641,1913,2519,3342,3746
,608999999,"Redding, CA MSA",6.0,630,744,966,1394,1696
,609199999,"Sierra County, CA",6.0,858,975,1270,1825,2026
,609399999,"Siskiyou County, CA",6.0,591,650,856,1218,1344
,609599999,"Vallejo-Fairfield, CA MSA",6.0,1124,1318,1589,2292,2790
,609799999,"Santa Rosa, CA MSA",6.0,1302,1489,1949,2798,3302
,609999999,"Modesto, CA MSA",6.0,788,885,1105,1567,1846
,610199999,"Yuba City, CA MSA",6.0,838,844,1087,1568,1908
,610399999,"Tehama County, CA",6.0,649,689,908,1216,1304
,610599999,"Trinity County, CA",6.0,576,684,852,1229,1359
,610799999,"Visalia-Porterville, CA MSA",6.0,710,714,941,1312,1534
,610999999,"Tuolumne County, CA",6.0,694,827,1015,1453,1774
,611199999,"Oxnard-Thousand Oaks-Ventura, CA MSA",6.0,1266,1503,1943,2709,3243
,611399999,"Yolo, CA HUD Metro FMR Area",6.0,1010,1066,1404,2025,2432
,611599999,"Yuba City, CA MSA",6.0,838,844,1087,1568,1908
,800199999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,800399999,"Alamosa County, CO",8.0,606,609,749,984,1162
,800599999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,800799999,"Archuleta County, CO",8.0,693,698,919,1171,1605
,800999999,"Baca County, CO",8.0,606,609,714,1030,1254
,801199999,"Bent County, CO",8.0,594,597,714,890,967
,801399999,"Boulder, CO MSA",8.0,1273,1412,1717,2381,2686
,801499999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,801599999,"Chaffee County, CO",8.0,536,722,822,1149,1275
,801799999,"Cheyenne County, CO",8.0,539,542,714,914,1107
,801999999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,802199999,"Conejos County, CO",8.0,572,576,714,920,967
,802399999,"Costilla County, CO",8.0,572,576,714,890,1107
,802599999,"Crowley County, CO",8.0,587,596,732,975,992
,802799999,"Custer County, CO",8.0,562,566,745,970,1308
,802999999,"Delta County, CO",8.0,664,668,880,1118,1192
,803199999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,803399999,"Dolores County, CO",8.0,609,627,714,1030,1107
,803599999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,803799999,"Eagle County, CO",8.0,934,1120,1434,1787,1943
,803999999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,804199999,"Colorado Springs, CO HUD Metro FMR Area",8.0,743,897,1141,1646,2003
,804399999,"Fremont County, CO",8.0,593,597,786,1121,1202
,804599999,"Garfield County, CO",8.0,866,872,1140,1551,1982
,804799999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,804999999,"Grand County, CO",8.0,660,769,1013,1356,1730
,805199999,"Gunnison County, CO",8.0,718,722,874,1243,1534
,805399999,"Hinsdale County, CO",8.0,552,676,769,1049,1193
,805599999,"Huerfano County, CO",8.0,589,593,733,913,1137
,805799999,"Jackson County, CO",8.0,685,689,855,1166,1326
,805999999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,806199999,"Kiowa County, CO",8.0,685,689,855,1166,1326
,806399999,"Kit Carson County, CO",8.0,549,553,728,997,1278
,806599999,"Lake County, CO",8.0,670,682,787,1119,1206
,806799999,"La Plata County, CO",8.0,824,864,983,1418,1522
,806999999,"Fort Collins, CO MSA",8.0,906,1014,1244,1795,2184
,807199999,"Las Animas County, CO",8.0,587,591,778,1122,1159
,807399999,"Lincoln County, CO",8.0,572,576,758,981,1331
,807599999,"Logan County, CO",8.0,628,632,748,1079,1225
,807799999,"Grand Junction, CO MSA",8.0,713,786,1035,1493,1817
,807999999,"Mineral County, CO",8.0,685,689,855,1166,1326
,808199999,"Moffat County, CO",8.0,621,638,762,1019,1277
,808399999,"Montezuma County, CO",8.0,594,598,787,1039,1311
,808599999,"Montrose County, CO",8.0,616,620,817,1151,1155
,808799999,"Morgan County, CO",8.0,515,601,791,997,1187
,808999999,"Otero County, CO",8.0,570,574,756,942,1173
,809199999,"Ouray County, CO",8.0,755,880,1159,1444,1798
,809399999,"Denver-Aurora-Lakewood, CO MSA",8.0,1114,1260,1566,2163,2488
,809599999,"Phillips County, CO",8.0,539,542,714,963,1076
,809799999,"Pitkin County, CO",8.0,1029,1199,1579,2131,2139
,809999999,"Prowers County, CO",8.0,609,627,714,926,1137
,810199999,"Pueblo, CO MSA",8.0,632,636,838,1140,1321
,810399999,"Rio Blanco County, CO",8.0,608,612,806,1071,1103
,810599999,"Rio Grande County, CO",8.0,572,576,714,975,995
,810799999,"Routt County, CO",8.0,926,932,1228,1691,2061
,810999999,"Saguache County, CO",8.0,539,542,714,964,967
,811199999,"San Juan County, CO",8.0,774,778,1004,1258,1538
,811399999,"San Miguel County, CO",8.0,884,1030,1357,1877,2105
,811599999,"Sedgwick County, CO",8.0,539,542,714,890,1162
,811799999,"Summit County, CO",8.0,1086,1098,1414,1762,2193
,811999999,"Teller County, CO HUD Metro FMR Area",8.0,727,847,1116,1610,1858
,812199999,"Washington County, CO",8.0,609,627,714,890,1107
,812399999,"Greeley, CO MSA",8.0,709,845,1046,1509,1833
,812599999,"Yuma County, CO",8.0,539,542,714,1021,1046
,900104720,"Danbury, CT HUD Metro FMR Area",9.0,1140,1360,1749,2187,2680
,900108070,"Bridgeport, CT HUD Metro FMR Area",9.0,878,1077,1346,1706,2114
,900108980,"Danbury, CT HUD Metro FMR Area",9.0,1140,1360,1749,2187,2680
,900118500,"Danbury, CT HUD Metro FMR Area",9.0,1140,1360,1749,2187,2680
,900118850,"Stamford-Norwalk, CT HUD Metro FMR Area",9.0,1356,1701,2079,2616,2926
,900123890,"Bridgeport, CT HUD Metro FMR Area",9.0,878,1077,1346,1706,2114
,900126620,"Bridgeport, CT HUD Metro FMR Area",9.0,878,1077,1346,1706,2114
,900133620,"Stamford-Norwalk, CT HUD Metro FMR Area",9.0,1356,1701,2079,2616,2926
,900148620,"Bridgeport, CT HUD Metro FMR Area",9.0,878,1077,1346,1706,2114
,900150580,"Stamford-Norwalk, CT HUD Metro FMR Area",9.0,1356,1701,2079,2616,2926
,900150860,"Danbury, CT HUD Metro FMR Area",9.0,1140,1360,1749,2187,2680
,900152980,"Danbury, CT HUD Metro FMR Area",9.0,1140,1360,1749,2187,2680
,900156060,"Stamford-Norwalk, CT HUD Metro FMR Area",9.0,1356,1701,2079,2616,2926
,900163480,"Danbury, CT HUD Metro FMR Area",9.0,1140,1360,1749,2187,2680
,900163970,"Danbury, CT HUD Metro FMR Area",9.0,1140,1360,1749,2187,2680
,900168170,"Bridgeport, CT HUD Metro FMR Area",9.0,878,1077,1346,1706,2114
,900168310,"Danbury, CT HUD Metro FMR Area",9.0,1140,1360,1749,2187,2680
,900173070,"Stamford-Norwalk, CT HUD Metro FMR Area",9.0,1356,1701,2079,2616,2926
,900174190,"Bridgeport, CT HUD Metro FMR Area",9.0,878,1077,1346,1706,2114
,900177200,"Bridgeport, CT HUD Metro FMR Area",9.0,878,1077,1346,1706,2114
,900183430,"Stamford-Norwalk, CT HUD Metro FMR Area",9.0,1356,1701,2079,2616,2926
,900183500,"Stamford-Norwalk, CT HUD Metro FMR Area",9.0,1356,1701,2079,2616,2926
,900186370,"Stamford-Norwalk, CT HUD Metro FMR Area",9.0,1356,1701,2079,2616,2926
,900302060,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900304300,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900305910,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900308490,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900310100,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900312270,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900322070,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900322630,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900324800,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900325990,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900327600,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900331240,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900332640,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900337070,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900337140,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900344700,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900345820,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900350440,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900352140,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900360120,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900365370,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900368940,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900370550,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900371390,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900374540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900382590,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900384900,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900387000,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900387070,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",9.0,801,993,1230,1533,1757
,900502760,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900504930,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900508210,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900510940,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900516050,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900517240,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900532290,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900537280,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900540290,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900543370,"Litchfield County, CT",9.0,770,916,1180,1502,1599
,900549460,"Litchfield County, CT",9.0,770,916,1180,1502,1599
